source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000030-240	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	41	not applicable	cerebrospinal fluid	PAD000030-r00041-240	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-128	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	42	not applicable	cerebrospinal fluid	PAD000030-r00042-128	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-270	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	43	not applicable	cerebrospinal fluid	PAD000030-r00043-270	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-220	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	44	not applicable	cerebrospinal fluid	PAD000030-r00044-220	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-20	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	45	not applicable	cerebrospinal fluid	PAD000030-r00045-20	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-139	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	46	not applicable	cerebrospinal fluid	PAD000030-r00046-139	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-103	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	47	not applicable	cerebrospinal fluid	PAD000030-r00047-103	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-49	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	48	not applicable	cerebrospinal fluid	PAD000030-r00048-49	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Oncology	NPX	layout_WSG	Intensity	Olink Target 96 Oncology	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-123	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	49	not applicable	cerebrospinal fluid	PAD000030-r00049-123	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-149	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	50	not applicable	cerebrospinal fluid	PAD000030-r00050-149	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-152	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	51	not applicable	cerebrospinal fluid	PAD000030-r00051-152	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-183	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	52	not applicable	cerebrospinal fluid	PAD000030-r00052-183	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-294	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	53	not applicable	cerebrospinal fluid	PAD000030-r00053-294	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-6	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	54	not applicable	cerebrospinal fluid	PAD000030-r00054-6	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Neurology	NPX	layout_WSG	Intensity	Neurology	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-217	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	55	not applicable	cerebrospinal fluid	PAD000030-r00055-217	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-216	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	56	not applicable	cerebrospinal fluid	PAD000030-r00056-216	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-302	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	57	not applicable	cerebrospinal fluid	PAD000030-r00057-302	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-265	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	58	not applicable	cerebrospinal fluid	PAD000030-r00058-265	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-193	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	59	not applicable	cerebrospinal fluid	PAD000030-r00059-193	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-111	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	60	not applicable	cerebrospinal fluid	PAD000030-r00060-111	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-300	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	61	not applicable	cerebrospinal fluid	PAD000030-r00061-300	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-245	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	62	not applicable	cerebrospinal fluid	PAD000030-r00062-245	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-226	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	63	not applicable	cerebrospinal fluid	PAD000030-r00063-226	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-267	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	64	not applicable	cerebrospinal fluid	PAD000030-r00064-267	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-291	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	65	not applicable	cerebrospinal fluid	PAD000030-r00065-291	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-275	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	66	not applicable	cerebrospinal fluid	PAD000030-r00066-275	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-131	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	67	not applicable	cerebrospinal fluid	PAD000030-r00067-131	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-218	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	68	not applicable	cerebrospinal fluid	PAD000030-r00068-218	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-227	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	69	not applicable	cerebrospinal fluid	PAD000030-r00069-227	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000030-290	Homo sapiens	Cerebrospinal fluid	not available	not available	not available	not available	not available	70	not applicable	cerebrospinal fluid	PAD000030-r00070-290	protein expression profiling by antibody array	1	WSG83024954_Olink_Explore_Detectability.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PAD000030/WSG83024954_Olink_Explore_Detectability.npx.csv	Olink Target 96	Olink Target 96 Inflammation	NPX	layout_WSG	Intensity	Olink Target 96 Inflammation	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
